#: table_doi: 10.17182/hepdata.71527.v2/t349
#: name: Table 345
#: description: No description provided.
#: data_file: Table345.yaml
#: keyword reactions: AU AU --> P X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> P X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.006007,0.000948,-0.000948,0.000158,-0.000397
0.495,0.01689,0.00037,-0.00037,0.000179,-0.000449
0.705,0.032528,0.000316,-0.000316,0.000288,-0.000652
0.885,0.052604,0.000323,-0.000323,0.000238,-0.000519
1.095,0.071729,0.000366,-0.000366,0.000195,-0.000418
1.275,0.090242,0.000444,-0.000444,0.000159,-0.000191
1.485,0.106005,0.000562,-0.000562,9.8e-05,-8.4e-05
1.695,0.119548,0.000741,-0.000741,0.000138,-0.000178
1.875,0.131381,0.00101,-0.00101,0.000214,-0.000416
2.085,0.140943,0.001288,-0.001288,0.0006,-0.000298
2.295,0.148884,0.001755,-0.001755,0.000201,-0.000223
2.475,0.152717,0.002467,-0.002467,0.000409,-0.000209
2.685,0.167373,0.003514,-0.003514,0.001279,-0.000649
2.955,0.167586,0.004126,-0.004126,0.000528,-0.00091
3.345,0.174867,0.008635,-0.008635,0.005404,-0.002776

