#: table_doi: 10.17182/hepdata.71527.v2/t348
#: name: Table 344
#: description: No description provided.
#: data_file: Table344.yaml
#: keyword reactions: AU AU --> K0S X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> K0S X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3055,0.010105,0.001503,-0.001503,3e-05,-3e-05
0.5055,0.025709,0.000909,-0.000909,0.000128,-0.00013
0.7055,0.041823,0.000784,-0.000784,1.9e-05,-1.8e-05
0.9055,0.05926,0.000847,-0.000847,6.3e-05,-6.4e-05
1.1045,0.072406,0.001036,-0.001036,0.00029,-0.0003
1.2955,0.085447,0.001358,-0.001358,7.3e-05,-7e-05
1.5055,0.091776,0.001858,-0.001858,4.1e-05,-4e-05
1.7045,0.098724,0.002594,-0.002594,0.000286,-0.000272
1.9055,0.104171,0.003654,-0.003654,0.000143,-0.000135
2.1705,0.115128,0.004189,-0.004189,0.000707,-0.000662
2.6185,0.109893,0.007472,-0.007472,0.002134,-0.002321

