#: table_doi: 10.17182/hepdata.71527.v2/t138
#: name: Table 134
#: description: No description provided.
#: data_file: Table134.yaml
#: keyword reactions: AU AU --> K0S X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 14.5
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> K0S X
#: SQRT(S)/NUCLEON [GeV],14.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.312065,0.016367,0.004498,-0.004498,0.001397,-0.001397
0.507832,0.036186,0.002459,-0.002459,0.001318,-0.001318
0.757652,0.054448,0.001552,-0.001552,0.000691,-0.000691
1.0339,0.080695,0.00175,-0.00175,0.000725,-0.000725
1.32559,0.099051,0.002709,-0.002709,0.000377,-0.000377
1.62475,0.109395,0.004852,-0.004852,0.001121,-0.001121
1.95876,0.133471,0.007991,-0.007991,0.001256,-0.001256
2.35777,0.124062,0.01608,-0.01608,0.007605,-0.007605
2.84123,0.118256,0.029433,-0.029433,0.005315,-0.005315

