#: table_doi: 10.17182/hepdata.71527.v2/t322
#: name: Table 318
#: description: No description provided.
#: data_file: Table318.yaml
#: keyword reactions: AU AU --> PBAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 11.5
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> PBAR X
#: SQRT(S)/NUCLEON [GeV],11.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,-0.013125,0.009379,-0.009379,0.00236,-0.001807
0.495,-0.001229,0.003949,-0.003949,0.002104,-0.004993
0.705,0.018102,0.003371,-0.003371,0.000675,-0.001502
0.885,0.026888,0.00355,-0.00355,0.00027,-0.000225
1.095,0.042829,0.004196,-0.004196,0.001308,-0.002438
1.365,0.065679,0.004287,-0.004287,0.000555,-0.001005
1.755,0.087549,0.007059,-0.007059,0.000305,-0.000482
2.145,0.115173,0.013873,-0.013873,0.000929,-0.001119
2.655,0.123109,0.030505,-0.030505,0.006862,-0.003977

