#: table_doi: 10.17182/hepdata.71527.v2/t156
#: name: Table 152
#: description: No description provided.
#: data_file: Table152.yaml
#: keyword reactions: AU AU --> PI+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> PI+ X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.285,0.023176,0.000101,-0.000101,0.000122,-6.1e-05
0.495,0.045585,0.000123,-0.000123,6.8e-05,-3.4e-05
0.675,0.066329,0.000171,-0.000171,8e-06,-4e-06
0.885,0.084459,0.000246,-0.000246,6e-06,-1.1e-05
1.065,0.10061,0.000355,-0.000355,2e-06,-2e-06
1.275,0.112404,0.000513,-0.000513,6e-06,-1e-05
1.485,0.122129,0.000748,-0.000748,2.7e-05,-1.4e-05
1.665,0.130671,0.001088,-0.001088,0.000211,-0.000102
1.875,0.135372,0.001557,-0.001557,0.0001,-9e-05
2.085,0.139406,0.002182,-0.002182,0.000412,-0.000233
2.355,0.145359,0.002485,-0.002485,0.000222,-0.000306
2.805,0.155191,0.004445,-0.004445,0.000702,-0.000951
3.435,0.167817,0.011318,-0.011318,0.005344,-0.006428

