#: table_doi: 10.17182/hepdata.71527.v2/t81
#: name: Table 77
#: description: No description provided.
#: data_file: Table77.yaml
#: keyword reactions: AU AU --> LAMBDABAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> LAMBDABAR X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.4945,-0.001499,0.00434,-0.00434,0.001358,-0.002608
0.7055,0.004562,0.002455,-0.002455,0.000833,-0.001166
0.9055,0.015986,0.001908,-0.001908,0.001096,-0.000997
1.1055,0.024528,0.001767,-0.001767,0.000425,-0.000443
1.2955,0.035619,0.001837,-0.001837,0.001096,-0.000983
1.5055,0.049399,0.002053,-0.002053,0.000576,-0.000898
1.7055,0.052443,0.002432,-0.002432,0.00048,-0.00071
1.9045,0.063021,0.003004,-0.003004,0.00105,-0.000685
2.1055,0.068712,0.003866,-0.003866,0.001161,-0.000687
2.3045,0.076303,0.005054,-0.005054,0.001432,-0.00145
2.5745,0.086756,0.005465,-0.005465,0.00111,-0.001124
3.1235,0.084465,0.008771,-0.008771,0.001503,-0.001941

