#: table_doi: 10.17182/hepdata.71527.v2/t266
#: name: Table 262
#: description: No description provided.
#: data_file: Table262.yaml
#: keyword reactions: AU AU --> PBAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 27.0
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> PBAR X
#: SQRT(S)/NUCLEON [GeV],27.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.006629,0.004223,-0.004223,0.003339,-0.001126
0.495,0.023749,0.00188,-0.00188,0.00066,-0.001639
0.705,0.045415,0.001708,-0.001708,0.000815,-0.001857
0.885,0.075155,0.001886,-0.001886,0.000774,-0.001713
1.095,0.112109,0.002297,-0.002297,0.000955,-0.002088
1.275,0.137055,0.002963,-0.002963,0.000894,-0.001939
1.485,0.169079,0.003925,-0.003925,0.000798,-0.001717
1.695,0.187734,0.005427,-0.005427,0.001457,-0.003117
1.875,0.218416,0.006808,-0.006808,0.001177,-0.002506
2.085,0.239201,0.009379,-0.009379,0.000933,-0.00197
2.265,0.242115,0.011772,-0.011772,0.000377,-0.000602
2.535,0.26207,0.015243,-0.015243,0.000233,-0.00032
3.045,0.287476,0.030083,-0.030083,0.013385,-0.006329

