#: table_doi: 10.17182/hepdata.71527.v2/t154
#: name: Table 150
#: description: No description provided.
#: data_file: Table150.yaml
#: keyword reactions: AU AU --> PBAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> PBAR X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.003788,0.002751,-0.002751,0.00136,-0.000443
0.495,0.006283,0.001147,-0.001147,0.000585,-0.001498
0.705,0.024084,0.000974,-0.000974,0.000547,-0.001273
0.885,0.043526,0.001009,-0.001009,0.000669,-0.00146
1.095,0.066296,0.001171,-0.001171,0.00083,-0.001834
1.275,0.084498,0.001458,-0.001458,0.000862,-0.00187
1.485,0.108297,0.001896,-0.001896,0.000525,-0.001134
1.695,0.125534,0.002599,-0.002599,0.00055,-0.001059
1.875,0.135189,0.00318,-0.00318,0.001148,-0.00229
2.085,0.147956,0.004402,-0.004402,0.000897,-0.001854
2.265,0.158745,0.006096,-0.006096,0.001949,-0.004088
2.535,0.172094,0.007424,-0.007424,0.000785,-0.000902
3.015,0.177293,0.015272,-0.015272,0.003064,-0.006043

