#: table_doi: 10.17182/hepdata.71527.v2/t352
#: name: Table 348
#: description: No description provided.
#: data_file: Table348.yaml
#: keyword reactions: AU AU --> PI+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> PI+ X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.285,0.020047,0.0001,-0.0001,9.9e-05,-5e-05
0.495,0.039304,0.000122,-0.000122,4.7e-05,-2.4e-05
0.675,0.057117,0.000169,-0.000169,6e-06,-3e-06
0.885,0.072395,0.000242,-0.000242,2e-06,-3e-06
1.065,0.085656,0.00035,-0.00035,6e-06,-9e-06
1.275,0.095523,0.000505,-0.000505,8e-06,-5e-06
1.485,0.10471,0.000737,-0.000737,4.5e-05,-2.4e-05
1.665,0.111428,0.001075,-0.001075,4.3e-05,-4.3e-05
1.875,0.117715,0.001537,-0.001537,0.000174,-7.6e-05
2.085,0.119919,0.002158,-0.002158,9.2e-05,-5.4e-05
2.355,0.12482,0.002466,-0.002466,0.00011,-0.000109
2.805,0.12953,0.004406,-0.004406,0.000773,-0.00077
3.465,0.147494,0.01151,-0.01151,0.00055,-0.000438

