#: table_doi: 10.17182/hepdata.71527.v2/t52
#: name: Table 48
#: description: No description provided.
#: data_file: Table48.yaml
#: keyword reactions: AU AU --> LAMBDA X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> LAMBDA X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.4945,-0.006,0.005266,-0.005266,0.001957,-0.00236
0.7055,0.012938,0.003003,-0.003003,0.001441,-0.001244
0.9055,0.02182,0.002352,-0.002352,0.000762,-0.000621
1.1055,0.030328,0.002218,-0.002218,0.001606,-0.000549
1.2955,0.039565,0.002373,-0.002373,0.001983,-0.000945
1.5845,0.0566,0.00212,-0.00212,0.000413,-0.000547
1.9775,0.068168,0.003425,-0.003425,0.00158,-0.001968
2.3735,0.070295,0.00621,-0.00621,0.001745,-0.001593
2.8235,0.080666,0.010336,-0.010336,0.003622,-0.003128

