#: table_doi: 10.17182/hepdata.71527.v2/t279
#: name: Table 275
#: description: No description provided.
#: data_file: Table275.yaml
#: keyword reactions: AU AU --> P X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> P X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.017327,0.00164,-0.00164,0.000708,-0.001998
0.495,0.032949,0.000645,-0.000645,0.000562,-0.001358
0.705,0.05793,0.000578,-0.000578,0.000501,-0.001079
0.885,0.089957,0.000621,-0.000621,0.000618,-0.001321
1.095,0.122273,0.000734,-0.000734,0.000623,-0.001315
1.275,0.153005,0.000912,-0.000912,0.000502,-0.001052
1.485,0.181775,0.001166,-0.001166,0.000291,-0.0006
1.695,0.205587,0.001536,-0.001536,0.000525,-0.001053
1.875,0.22685,0.002076,-0.002076,0.000555,-0.001123
2.085,0.241718,0.002539,-0.002539,0.000164,-0.00027
2.295,0.259529,0.003358,-0.003358,0.000718,-0.001296
2.475,0.254186,0.004596,-0.004596,0.000362,-0.000721
2.685,0.274926,0.006332,-0.006332,0.001279,-0.002565
2.955,0.281757,0.007099,-0.007099,0.001806,-0.000965
3.345,0.299217,0.013688,-0.013688,0.005795,-0.003479

