#: table_doi: 10.17182/hepdata.71527.v2/t166
#: name: Table 162
#: description: No description provided.
#: data_file: Table162.yaml
#: keyword reactions: AU AU --> K0S X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 27.0
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> K0S X
#: SQRT(S)/NUCLEON [GeV],27.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3055,0.01382,0.00101,-0.00101,0.000356,-0.000348
0.5055,0.031611,0.000607,-0.000607,8.9e-05,-9e-05
0.7055,0.051131,0.000519,-0.000519,2.2e-05,-2.3e-05
0.9045,0.07078,0.000556,-0.000556,9.8e-05,-0.0001
1.1055,0.088501,0.000674,-0.000674,2.4e-05,-2.5e-05
1.2955,0.101943,0.000873,-0.000873,4.6e-05,-4.4e-05
1.5055,0.112213,0.001175,-0.001175,4.8e-05,-5e-05
1.7055,0.12294,0.001603,-0.001603,9.2e-05,-8.8e-05
1.9055,0.125489,0.002208,-0.002208,0.000241,-0.000255
2.1045,0.137861,0.003031,-0.003031,0.000121,-0.000119
2.3045,0.128934,0.004194,-0.004194,0.00185,-0.00198
2.5055,0.149683,0.005769,-0.005769,0.000106,-0.00011
2.7055,0.14747,0.007945,-0.007945,0.000227,-0.000209
3.0055,0.145562,0.008862,-0.008862,0.001122,-0.001231
3.5525,0.128186,0.014414,-0.014414,0.005815,-0.005211

