#: table_doi: 10.17182/hepdata.71527.v2/t334
#: name: Table 330
#: description: No description provided.
#: data_file: Table330.yaml
#: keyword reactions: AU AU --> K0S X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 14.5
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> K0S X
#: SQRT(S)/NUCLEON [GeV],14.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.311809,0.015415,0.004593,-0.004593,0.001687,-0.001687
0.507439,0.025728,0.002461,-0.002461,0.001538,-0.001538
0.758018,0.044366,0.001531,-0.001531,0.001329,-0.001329
1.03368,0.06327,0.001717,-0.001717,0.000761,-0.000761
1.3255,0.083753,0.00266,-0.00266,0.000411,-0.000411
1.62493,0.095354,0.004861,-0.004861,0.000786,-0.000786
1.95872,0.110345,0.00814,-0.00814,0.001902,-0.001902
2.35845,0.10587,0.018181,-0.018181,0.005291,-0.005291
2.83918,0.077073,0.036299,-0.036299,0.016301,-0.016301

