#: table_doi: 10.17182/hepdata.71527.v2/t43
#: name: Table 39
#: description: No description provided.
#: data_file: Table39.yaml
#: keyword reactions: AU AU --> PI- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 14.5
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> PI- X
#: SQRT(S)/NUCLEON [GeV],14.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.298096,0.013796,0.000349,-0.000349,0.000469,-0.000469
0.491153,0.022519,0.000405,-0.000405,0.000309,-0.000309
0.687863,0.031268,0.00057,-0.00057,0.000275,-0.000275
0.886051,0.038108,0.000842,-0.000842,0.000396,-0.000396
1.08517,0.04399,0.001303,-0.001303,0.0003,-0.0003
1.28521,0.050123,0.001828,-0.001828,0.000468,-0.000468
1.48629,0.052341,0.002675,-0.002675,0.000376,-0.000376
1.68827,0.061858,0.003922,-0.003922,4.4e-05,-4.4e-05
1.89027,0.052691,0.005769,-0.005769,0.001089,-0.001089
2.16544,0.065716,0.006937,-0.006937,0.000645,-0.000645
2.58299,0.044702,0.013848,-0.013848,0.001469,-0.001469

