#: table_doi: 10.17182/hepdata.71527.v2/t67
#: name: Table 63
#: description: No description provided.
#: data_file: Table63.yaml
#: keyword reactions: AU AU --> LAMBDABAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 27.0
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> LAMBDABAR X
#: SQRT(S)/NUCLEON [GeV],27.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.4935,0.009055,0.007103,-0.007103,0.001774,-0.001807
0.7055,0.001827,0.004073,-0.004073,0.000896,-0.003164
0.9045,0.012812,0.003191,-0.003191,0.001411,-0.000796
1.1055,0.016898,0.002981,-0.002981,0.000614,-0.000544
1.2955,0.034259,0.003112,-0.003112,0.001169,-0.001087
1.5055,0.039717,0.003497,-0.003497,0.00193,-0.001043
1.7815,0.055766,0.003241,-0.003241,0.00071,-0.000696
2.1775,0.07425,0.005399,-0.005399,0.001534,-0.001313
2.6455,0.075268,0.008385,-0.008385,0.003616,-0.001887

