#: table_doi: 10.17182/hepdata.71527.v2/t180
#: name: Table 176
#: description: No description provided.
#: data_file: Table176.yaml
#: keyword reactions: AU AU --> K0S X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> K0S X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3055,0.013703,0.000663,-0.000663,9e-05,-8.9e-05
0.5055,0.032377,0.000396,-0.000396,6.7e-05,-6.8e-05
0.7055,0.052081,0.000337,-0.000337,0.000119,-0.00012
0.9055,0.072899,0.000357,-0.000357,0.000142,-0.000145
1.1055,0.090387,0.000428,-0.000428,6.1e-05,-6.3e-05
1.2955,0.105896,0.000547,-0.000547,1.1e-05,-1.1e-05
1.5055,0.117307,0.000727,-0.000727,0.00035,-0.000365
1.7055,0.125686,0.000984,-0.000984,0.000251,-0.000264
1.9055,0.134744,0.001342,-0.001342,0.00041,-0.000389
2.1055,0.1411,0.001823,-0.001823,0.000132,-0.00014
2.3045,0.13928,0.002491,-0.002491,0.000128,-0.000119
2.5055,0.14668,0.003374,-0.003374,0.000411,-0.000382
2.7055,0.151744,0.00457,-0.00457,0.000494,-0.000535
3.0985,0.155776,0.004305,-0.004305,0.001446,-0.00132
3.9575,0.147518,0.013367,-0.013367,0.004802,-0.004263

