#: table_doi: 10.17182/hepdata.71527.v2/t347
#: name: Table 343
#: description: No description provided.
#: data_file: Table343.yaml
#: keyword reactions: AU AU --> LAMBDABAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> LAMBDABAR X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.4925,0.010133,0.004806,-0.004806,0.000989,-0.001272
0.7055,0.01834,0.003021,-0.003021,0.001228,-0.00239
0.9055,0.033957,0.002544,-0.002544,0.00094,-0.0008
1.1055,0.051507,0.002499,-0.002499,0.001267,-0.000581
1.2955,0.066496,0.002752,-0.002752,0.00075,-0.000955
1.5055,0.082377,0.003223,-0.003223,0.000703,-0.00167
1.7795,0.100328,0.003137,-0.003137,0.000604,-0.000624
2.2235,0.128148,0.005042,-0.005042,0.002539,-0.002425
2.8315,0.139984,0.012878,-0.012878,0.005145,-0.005116

