#: table_doi: 10.17182/hepdata.71527.v2/t140
#: name: Table 136
#: description: No description provided.
#: data_file: Table136.yaml
#: keyword reactions: AU AU --> PBAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 14.5
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> PBAR X
#: SQRT(S)/NUCLEON [GeV],14.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.350397,-0.001932,0.008049,-0.008049,0.004833,-0.004833
0.516384,0.011269,0.002668,-0.002668,0.000775,-0.000775
0.703786,0.020152,0.002118,-0.002118,0.000938,-0.000938
0.897171,0.040625,0.00215,-0.00215,0.000628,-0.000628
1.09338,0.062275,0.002474,-0.002474,0.000667,-0.000667
1.29117,0.084941,0.003035,-0.003035,0.001297,-0.001297
1.48998,0.094595,0.003911,-0.003911,0.000382,-0.000382
1.68953,0.108404,0.00526,-0.00526,0.002107,-0.002107
1.88961,0.129379,0.00748,-0.00748,0.001179,-0.001179
2.16016,0.139877,0.009441,-0.009441,0.005559,-0.005559
2.57842,0.222264,0.025077,-0.025077,0.010583,-0.010583

