#: table_doi: 10.17182/hepdata.71527.v2/t200
#: name: Table 196
#: description: No description provided.
#: data_file: Table196.yaml
#: keyword reactions: AU AU --> K+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 62.4
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> K+ X
#: SQRT(S)/NUCLEON [GeV],62.4
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.014202,0.000348,-0.000348,6.9e-05,-3.7e-05
0.495,0.032399,0.000214,-0.000214,8.9e-05,-5.2e-05
0.705,0.055937,0.000213,-0.000213,0.000132,-8e-05
0.885,0.078246,0.000246,-0.000246,0.000249,-0.000126
1.095,0.097651,0.000302,-0.000302,6.5e-05,-3.3e-05
1.275,0.112853,0.000385,-0.000385,4.7e-05,-7.4e-05
1.485,0.125878,0.000505,-0.000505,0.00013,-8.4e-05
1.695,0.137557,0.000669,-0.000669,9.7e-05,-0.000132
1.875,0.144958,0.000907,-0.000907,0.000169,-0.000177
2.085,0.1499,0.001249,-0.001249,0.000271,-0.000219
2.295,0.152787,0.001747,-0.001747,0.000249,-0.000193
2.475,0.156018,0.002439,-0.002439,0.000372,-0.000497
2.685,0.152189,0.003293,-0.003293,0.003954,-0.002296
2.955,0.149711,0.003959,-0.003959,0.000776,-0.000853
3.495,0.143515,0.005689,-0.005689,0.002701,-0.002597

