#: table_doi: 10.17182/hepdata.71527.v2/t379
#: name: Table 375
#: description: No description provided.
#: data_file: Table375.yaml
#: keyword reactions: AU AU --> PI- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> PI- X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.285,0.02239,4e-05,-4e-05,9.8e-05,-4.9e-05
0.495,0.042742,4.9e-05,-4.9e-05,2.4e-05,-3.7e-05
0.675,0.062424,6.7e-05,-6.7e-05,1.1e-05,-5e-06
0.885,0.079817,9.4e-05,-9.4e-05,2.3e-05,-1.2e-05
1.065,0.094471,0.000134,-0.000134,1.6e-05,-8e-06
1.275,0.106976,0.00019,-0.00019,2.5e-05,-1.3e-05
1.485,0.11663,0.000271,-0.000271,6.4e-05,-3.7e-05
1.665,0.125184,0.000385,-0.000385,0.000113,-5.2e-05
1.875,0.131548,0.000532,-0.000532,7.9e-05,-6.7e-05
2.085,0.135949,0.000717,-0.000717,0.000109,-0.000139
2.295,0.138445,0.000968,-0.000968,6.8e-05,-8.9e-05
2.475,0.14286,0.001291,-0.001291,0.000135,-0.000145
2.685,0.148789,0.001728,-0.001728,0.000224,-0.000339
2.955,0.143203,0.001856,-0.001856,0.000344,-0.000355
3.345,0.151072,0.00332,-0.00332,0.000518,-0.000557

