#: table_doi: 10.17182/hepdata.71527.v2/t111
#: name: Table 107
#: description: No description provided.
#: data_file: Table107.yaml
#: keyword reactions: AU AU --> P X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 7.7
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> P X
#: SQRT(S)/NUCLEON [GeV],7.7
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.006439,0.002808,-0.002808,0.000945,-0.002767
0.495,0.019654,0.001085,-0.001085,0.000312,-0.000577
0.705,0.036223,0.00094,-0.00094,0.000503,-0.0011
0.885,0.054121,0.000987,-0.000987,0.000108,-0.000118
1.095,0.078107,0.001159,-0.001159,0.000469,-0.000516
1.275,0.090889,0.001449,-0.001449,0.000749,-0.000389
1.485,0.10682,0.001895,-0.001895,0.000113,-0.000212
1.695,0.121606,0.002575,-0.002575,0.000275,-0.000416
1.875,0.131171,0.003585,-0.003585,0.000484,-0.000904
2.085,0.13338,0.004949,-0.004949,0.000939,-0.000964
2.265,0.14221,0.007057,-0.007057,0.000644,-0.001255
2.625,0.152974,0.008208,-0.008208,0.001922,-0.003917

