#: table_doi: 10.17182/hepdata.71527.v2/t340
#: name: Table 336
#: description: No description provided.
#: data_file: Table336.yaml
#: keyword reactions: AU AU --> K+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 14.5
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> K+ X
#: SQRT(S)/NUCLEON [GeV],14.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.332002,0.014851,0.001073,-0.001073,0.000297,-0.000297
0.506593,0.028073,0.000619,-0.000619,0.000184,-0.000184
0.69595,0.044089,0.000621,-0.000621,0.000344,-0.000344
0.89134,0.059656,0.000749,-0.000749,0.000132,-0.000132
1.08918,0.071421,0.000993,-0.000993,0.000535,-0.000535
1.2885,0.081465,0.001345,-0.001345,0.000834,-0.000834
1.48894,0.087893,0.001849,-0.001849,0.00046,-0.00046
1.69004,0.093746,0.002699,-0.002699,0.001223,-0.001223
1.89107,0.097755,0.004151,-0.004151,0.000573,-0.000573
2.16457,0.106965,0.007156,-0.007156,0.000213,-0.000213
2.56012,0.10216,0.025232,-0.025232,0.003325,-0.003325

