#: table_doi: 10.17182/hepdata.71527.v2/t56
#: name: Table 52
#: description: No description provided.
#: data_file: Table52.yaml
#: keyword reactions: AU AU --> PBAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> PBAR X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,-0.002376,0.005955,-0.005955,0.004644,-0.014661
0.495,-0.00616,0.002424,-0.002424,0.000296,-0.000576
0.705,0.003881,0.001984,-0.001984,0.000414,-0.000955
0.885,0.014808,0.001979,-0.001979,0.000392,-0.000516
1.095,0.0228,0.00223,-0.00223,0.000132,-0.000271
1.275,0.035113,0.002717,-0.002717,0.000448,-0.000988
1.485,0.036955,0.00347,-0.00347,0.001506,-0.000727
1.755,0.056646,0.003358,-0.003358,0.000263,-0.000517
2.145,0.065816,0.006241,-0.006241,0.001198,-0.002293
2.625,0.07319,0.012013,-0.012013,0.000584,-0.00079

