#: table_doi: 10.17182/hepdata.71527.v2/t130
#: name: Table 126
#: description: No description provided.
#: data_file: Table126.yaml
#: keyword reactions: AU AU --> K+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 11.5
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> K+ X
#: SQRT(S)/NUCLEON [GeV],11.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.014759,0.001239,-0.001239,4.1e-05,-2.1e-05
0.495,0.033041,0.000802,-0.000802,4.9e-05,-2.8e-05
0.705,0.051819,0.000833,-0.000833,9e-05,-5.5e-05
0.885,0.069193,0.001013,-0.001013,0.000107,-6.9e-05
1.095,0.082279,0.001327,-0.001327,4.7e-05,-2.4e-05
1.275,0.093663,0.001784,-0.001784,8.9e-05,-4.5e-05
1.485,0.106092,0.002475,-0.002475,0.000113,-0.000186
1.665,0.110771,0.003519,-0.003519,0.000115,-9.2e-05
1.965,0.11221,0.004214,-0.004214,0.000985,-0.001361
2.355,0.126219,0.009883,-0.009883,0.001872,-0.001764

