#: table_doi: 10.17182/hepdata.71527.v2/t242
#: name: Table 238
#: description: No description provided.
#: data_file: Table238.yaml
#: keyword reactions: AU AU --> K+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 14.5
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> K+ X
#: SQRT(S)/NUCLEON [GeV],14.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.332642,0.021622,0.003904,-0.003904,0.000232,-0.000232
0.504919,0.041217,0.002357,-0.002357,0.000186,-0.000186
0.694676,0.062331,0.002466,-0.002466,0.000206,-0.000206
0.890262,0.091374,0.003079,-0.003079,0.000489,-0.000489
1.08829,0.109836,0.004204,-0.004204,0.000181,-0.000181
1.28789,0.112726,0.005829,-0.005829,3.8e-05,-3.8e-05
1.48873,0.130896,0.00828,-0.00828,0.002248,-0.002248
1.6902,0.130032,0.012524,-0.012524,0.001459,-0.001459
1.89137,0.167509,0.019626,-0.019626,0.002144,-0.002144
2.16509,0.176188,0.031152,-0.031152,0.001921,-0.001921
2.55713,0.228367,0.084073,-0.084073,0.017543,-0.017543

