#: table_doi: 10.17182/hepdata.71527.v2/t377
#: name: Table 373
#: description: No description provided.
#: data_file: Table373.yaml
#: keyword reactions: AU AU --> P X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> P X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.006832,0.000521,-0.000521,0.000152,-0.000413
0.495,0.015891,0.000195,-0.000195,0.00024,-0.000594
0.705,0.031579,0.000164,-0.000164,0.000304,-0.00068
0.885,0.05161,0.000164,-0.000164,0.000334,-0.000731
1.095,0.07273,0.000183,-0.000183,0.000266,-0.000573
1.275,0.092525,0.000216,-0.000216,0.000188,-0.0004
1.485,0.110851,0.000267,-0.000267,0.000106,-0.000215
1.695,0.126435,0.000343,-0.000343,7.9e-05,-8.9e-05
1.875,0.140123,0.000453,-0.000453,0.00016,-0.000124
2.085,0.150104,0.000558,-0.000558,0.000176,-0.000133
2.295,0.160199,0.000737,-0.000737,0.000415,-0.00023
2.475,0.165746,0.001005,-0.001005,0.00065,-0.000348
2.685,0.172611,0.001389,-0.001389,0.000678,-0.000331
2.955,0.179436,0.001558,-0.001558,0.000249,-0.00044
3.345,0.184446,0.00303,-0.00303,0.000885,-0.000466

