#: table_doi: 10.17182/hepdata.71527.v2/t87
#: name: Table 83
#: description: No description provided.
#: data_file: Table83.yaml
#: keyword reactions: AU AU --> K- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> K- X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.007579,0.000548,-0.000548,3.5e-05,-1.7e-05
0.495,0.015795,0.000342,-0.000342,2.5e-05,-1.4e-05
0.705,0.026121,0.00034,-0.00034,6.1e-05,-4.3e-05
0.885,0.036391,0.000396,-0.000396,4e-05,-2.4e-05
1.095,0.045234,0.000494,-0.000494,0.000453,-0.000228
1.275,0.052222,0.000643,-0.000643,1.6e-05,-2.2e-05
1.485,0.058466,0.000865,-0.000865,2.5e-05,-1.5e-05
1.695,0.060599,0.001189,-0.001189,0.000185,-0.000326
1.875,0.068148,0.0017,-0.0017,0.000535,-0.00054
2.085,0.068022,0.002451,-0.002451,0.000275,-0.000265
2.355,0.06586,0.003004,-0.003004,0.001199,-0.001248
2.805,0.06993,0.006247,-0.006247,0.000953,-0.001634
3.435,0.10366,0.018869,-0.018869,0.003211,-0.005261

