#: table_doi: 10.17182/hepdata.71527.v2/t153
#: name: Table 149
#: description: No description provided.
#: data_file: Table149.yaml
#: keyword reactions: AU AU --> P X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> P X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.007927,0.000958,-0.000958,0.000276,-0.000791
0.495,0.018492,0.000375,-0.000375,0.000418,-0.001041
0.705,0.037505,0.000322,-0.000322,0.00048,-0.001084
0.885,0.061013,0.000332,-0.000332,0.000435,-0.000945
1.095,0.084608,0.000379,-0.000379,0.000405,-0.00087
1.275,0.107231,0.000461,-0.000461,0.000412,-0.000866
1.485,0.127185,0.000585,-0.000585,0.000333,-0.000688
1.695,0.144573,0.000773,-0.000773,0.000276,-0.000578
1.875,0.157226,0.001053,-0.001053,0.00021,-0.000407
2.085,0.172421,0.001342,-0.001342,0.000194,-0.000111
2.295,0.18198,0.001827,-0.001827,0.000185,-0.000133
2.475,0.188198,0.002568,-0.002568,0.000262,-0.000473
2.685,0.196454,0.003653,-0.003653,0.000235,-0.000404
2.955,0.199378,0.004279,-0.004279,0.000765,-0.000435
3.345,0.220326,0.008951,-0.008951,0.001019,-0.000599

