#: table_doi: 10.17182/hepdata.71527.v2/t152
#: name: Table 148
#: description: No description provided.
#: data_file: Table148.yaml
#: keyword reactions: AU AU --> K0S X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> K0S X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3055,0.013417,0.001497,-0.001497,8.1e-05,-8.3e-05
0.5055,0.032003,0.000915,-0.000915,0.000214,-0.000217
0.7055,0.049968,0.000795,-0.000795,0.000134,-0.000136
0.9055,0.070722,0.000861,-0.000861,3.4e-05,-3.3e-05
1.1055,0.086252,0.001055,-0.001055,0.000257,-0.000266
1.2945,0.100941,0.00138,-0.00138,0.000159,-0.000166
1.5055,0.111007,0.001883,-0.001883,0.00045,-0.000429
1.7045,0.118808,0.002624,-0.002624,0.000111,-0.000116
1.9055,0.126378,0.00368,-0.00368,0.000453,-0.00048
2.1055,0.139738,0.005168,-0.005168,0.000768,-0.00072
2.3045,0.130059,0.007328,-0.007328,0.002615,-0.002807
2.5715,0.13746,0.008437,-0.008437,0.003933,-0.004274
3.1175,0.155022,0.014551,-0.014551,0.005835,-0.006487

