#: table_doi: 10.17182/hepdata.71527.v2/t41
#: name: Table 37
#: description: No description provided.
#: data_file: Table37.yaml
#: keyword reactions: AU AU --> P X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 14.5
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> P X
#: SQRT(S)/NUCLEON [GeV],14.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.350396,-0.004658,0.003783,-0.003783,0.000472,-0.000472
0.516707,0.007619,0.00124,-0.00124,0.000305,-0.000305
0.704333,0.014336,0.000984,-0.000984,0.000413,-0.000413
0.897901,0.022944,0.000976,-0.000976,0.000158,-0.000158
1.09425,0.036991,0.001095,-0.001095,0.000335,-0.000335
1.29207,0.044849,0.001312,-0.001312,0.000438,-0.000438
1.49078,0.05561,0.001652,-0.001652,7.1e-05,-7.1e-05
1.69011,0.060298,0.002169,-0.002169,0.000868,-0.000868
1.88986,0.07062,0.003,-0.003,0.001149,-0.001149
2.15985,0.072596,0.003684,-0.003684,0.001942,-0.001942
2.58885,0.080181,0.009564,-0.009564,0.002775,-0.002775

