#: table_doi: 10.17182/hepdata.71527.v2/t82
#: name: Table 78
#: description: No description provided.
#: data_file: Table78.yaml
#: keyword reactions: AU AU --> K0S X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> K0S X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3055,0.008963,0.001555,-0.001555,0.000314,-0.000301
0.5055,0.014364,0.000853,-0.000853,6.1e-05,-5.9e-05
0.7055,0.024219,0.000694,-0.000694,3.1e-05,-3.1e-05
0.9045,0.034154,0.000721,-0.000721,5.6e-05,-5.8e-05
1.1055,0.043019,0.000859,-0.000859,0.000127,-0.000131
1.2955,0.049703,0.001101,-0.001101,9.8e-05,-0.000102
1.5055,0.055996,0.00147,-0.00147,0.000107,-0.000103
1.7055,0.058272,0.002005,-0.002005,0.000119,-0.000122
1.9055,0.06183,0.002742,-0.002742,0.001453,-0.001537
2.1735,0.06466,0.003027,-0.003027,0.000121,-0.000113
2.6265,0.063342,0.004969,-0.004969,0.000331,-0.00035

