#: table_doi: 10.17182/hepdata.71527.v2/t239
#: name: Table 235
#: description: No description provided.
#: data_file: Table235.yaml
#: keyword reactions: AU AU --> PI- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 14.5
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> PI- X
#: SQRT(S)/NUCLEON [GeV],14.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.297427,0.029847,0.000618,-0.000618,0.000755,-0.000755
0.490246,0.054945,0.000737,-0.000737,0.000708,-0.000708
0.686845,0.081146,0.00106,-0.00106,0.000679,-0.000679
0.884965,0.103452,0.001616,-0.001616,0.000706,-0.000706
1.08405,0.125139,0.002585,-0.002585,0.00102,-0.00102
1.28413,0.144176,0.003644,-0.003644,0.001045,-0.001045
1.48544,0.153663,0.005387,-0.005387,0.000838,-0.000838
1.68784,0.160431,0.007977,-0.007977,0.00084,-0.00084
1.89024,0.183169,0.011667,-0.011667,0.001777,-0.001777
2.16575,0.169217,0.014267,-0.014267,0.004092,-0.004092
2.57876,0.250727,0.028545,-0.028545,0.001958,-0.001958

