#: table_doi: 10.17182/hepdata.71527.v2/t195
#: name: Table 191
#: description: No description provided.
#: data_file: Table191.yaml
#: keyword reactions: AU AU --> P X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 62.4
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> P X
#: SQRT(S)/NUCLEON [GeV],62.4
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.006845,0.000883,-0.000883,0.000882,-0.002622
0.495,0.015116,0.000305,-0.000305,0.000619,-0.001544
0.705,0.032533,0.000249,-0.000249,0.000837,-0.001904
0.885,0.055876,0.000247,-0.000247,0.000858,-0.001885
1.095,0.081895,0.000272,-0.000272,0.000801,-0.001734
1.275,0.106877,0.000319,-0.000319,0.000601,-0.00129
1.485,0.129578,0.00039,-0.00039,0.000528,-0.001121
1.695,0.148797,0.0005,-0.0005,0.000375,-0.000781
1.875,0.16564,0.000669,-0.000669,0.000414,-0.000849
2.085,0.181987,0.000799,-0.000799,0.000256,-0.000464
2.295,0.194254,0.001066,-0.001066,0.000269,-0.000558
2.475,0.199881,0.001503,-0.001503,0.000508,-0.000818
2.685,0.211623,0.002175,-0.002175,0.000594,-0.000387
2.955,0.2255,0.002559,-0.002559,0.000387,-0.000187
3.345,0.220917,0.004931,-0.004931,0.001303,-0.001486

