#: table_doi: 10.17182/hepdata.71527.v2/t58
#: name: Table 54
#: description: No description provided.
#: data_file: Table54.yaml
#: keyword reactions: AU AU --> PI+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> PI+ X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.285,0.0114,0.000191,-0.000191,2.9e-05,-1.5e-05
0.495,0.022247,0.000231,-0.000231,1.2e-05,-6e-06
0.675,0.031541,0.000318,-0.000318,3e-06,-1e-06
0.885,0.039626,0.000454,-0.000454,5e-06,-8e-06
1.065,0.045153,0.000654,-0.000654,1.4e-05,-1.9e-05
1.275,0.050658,0.000942,-0.000942,1.1e-05,-1.9e-05
1.485,0.055912,0.001375,-0.001375,1.2e-05,-2e-05
1.665,0.058026,0.002009,-0.002009,9.6e-05,-7.1e-05
1.965,0.061048,0.002365,-0.002365,0.000421,-0.002027
2.355,0.06364,0.004606,-0.004606,0.000535,-0.000487
2.805,0.061057,0.00825,-0.00825,0.001022,-0.001286
3.435,0.072069,0.019822,-0.019822,0.019448,-0.009963

