#: table_doi: 10.17182/hepdata.71527.v2/t57
#: name: Table 53
#: description: No description provided.
#: data_file: Table53.yaml
#: keyword reactions: AU AU --> PI- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> PI- X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.285,0.013251,0.000188,-0.000188,5.6e-05,-2.8e-05
0.495,0.02368,0.000229,-0.000229,2.8e-05,-1.5e-05
0.675,0.033005,0.000318,-0.000318,2e-06,-1e-06
0.885,0.040926,0.000457,-0.000457,8e-06,-8e-06
1.065,0.04881,0.000663,-0.000663,1.2e-05,-8e-06
1.275,0.054422,0.000963,-0.000963,3.1e-05,-1.6e-05
1.485,0.056676,0.001409,-0.001409,1.9e-05,-1e-05
1.665,0.056067,0.002057,-0.002057,2.8e-05,-3.8e-05
1.965,0.05707,0.00239,-0.00239,0.000334,-0.000271
2.355,0.061039,0.004708,-0.004708,0.000732,-0.00053
2.805,0.066523,0.008345,-0.008345,0.001675,-0.003118
3.435,0.026524,0.023863,-0.023863,0.026762,-0.014767

