#: table_doi: 10.17182/hepdata.71527.v2/t378
#: name: Table 374
#: description: No description provided.
#: data_file: Table374.yaml
#: keyword reactions: AU AU --> PBAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> PBAR X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.004941,0.000897,-0.000897,0.000222,-0.000591
0.495,0.011448,0.000372,-0.000372,0.000337,-0.000831
0.705,0.02612,0.000307,-0.000307,0.00047,-0.00109
0.885,0.044932,0.000308,-0.000308,0.000453,-0.001012
1.095,0.066367,0.000345,-0.000345,0.000495,-0.001089
1.275,0.08605,0.000415,-0.000415,0.000306,-0.000665
1.485,0.103827,0.000523,-0.000523,0.000294,-0.00063
1.695,0.120229,0.00069,-0.00069,9.6e-05,-0.000129
1.875,0.132341,0.000822,-0.000822,0.000193,-0.000356
2.085,0.142772,0.001101,-0.001101,0.000273,-0.000143
2.295,0.151479,0.001481,-0.001481,0.000201,-0.000205
2.475,0.165265,0.002065,-0.002065,0.000579,-0.000592
2.685,0.16601,0.002918,-0.002918,0.000666,-0.000356
2.955,0.17546,0.003364,-0.003364,0.0004,-0.000433
3.345,0.178903,0.006846,-0.006846,0.001713,-0.000864

