#: table_doi: 10.17182/hepdata.71527.v2/t238
#: name: Table 234
#: description: No description provided.
#: data_file: Table234.yaml
#: keyword reactions: AU AU --> PBAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 14.5
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> PBAR X
#: SQRT(S)/NUCLEON [GeV],14.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.343809,0.025203,0.022931,-0.022931,0.007809,-0.007809
0.512826,0.020733,0.007905,-0.007905,0.001232,-0.001232
0.701221,0.042614,0.006796,-0.006796,0.001198,-0.001198
0.894898,0.068613,0.007434,-0.007434,0.001716,-0.001716
1.09119,0.117497,0.009206,-0.009206,0.002043,-0.002043
1.28909,0.120007,0.011981,-0.011981,0.004458,-0.004458
1.48818,0.141241,0.016209,-0.016209,0.001215,-0.001215
1.68829,0.201009,0.022763,-0.022763,0.002664,-0.002664
1.88911,0.271719,0.033658,-0.033658,0.00507,-0.00507
2.16102,0.207139,0.04435,-0.04435,0.025848,-0.025848
2.56645,0.327501,0.124101,-0.124101,0.072777,-0.072777

