#: table_doi: 10.17182/hepdata.71527.v2/t321
#: name: Table 317
#: description: No description provided.
#: data_file: Table317.yaml
#: keyword reactions: AU AU --> P X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 11.5
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> P X
#: SQRT(S)/NUCLEON [GeV],11.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.012085,0.001716,-0.001716,0.001025,-0.000347
0.495,0.01559,0.000653,-0.000653,6.6e-05,-0.000121
0.705,0.033429,0.000559,-0.000559,0.000281,-0.000129
0.885,0.049906,0.000577,-0.000577,0.000111,-0.000189
1.095,0.069033,0.000665,-0.000665,0.000415,-0.000218
1.275,0.08362,0.000817,-0.000817,0.000174,-0.000127
1.485,0.098999,0.001047,-0.001047,9e-05,-5.5e-05
1.695,0.111464,0.001394,-0.001394,0.000474,-0.00023
1.875,0.119578,0.001903,-0.001903,0.000342,-0.000518
2.085,0.126679,0.002545,-0.002545,0.000836,-0.001319
2.265,0.13911,0.003539,-0.003539,0.000669,-0.000363
2.475,0.132912,0.005075,-0.005075,0.001078,-0.001946
2.805,0.153769,0.005839,-0.005839,0.00137,-0.001133
3.435,0.163517,0.019923,-0.019923,0.008547,-0.004419

