#: table_doi: 10.17182/hepdata.71527.v2/t150
#: name: Table 146
#: description: No description provided.
#: data_file: Table146.yaml
#: keyword reactions: AU AU --> LAMBDA X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> LAMBDA X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3055,0.040454,0.009555,-0.009555,0.004373,-0.006305
0.5055,0.022403,0.002391,-0.002391,0.000805,-0.000885
0.7055,0.032398,0.001399,-0.001399,0.000493,-0.000345
0.9055,0.054767,0.001153,-0.001153,0.000347,-0.000638
1.1055,0.074489,0.001127,-0.001127,0.000304,-0.000339
1.2955,0.096853,0.00123,-0.00123,0.000357,-0.00037
1.5055,0.118611,0.001437,-0.001437,0.000304,-0.000417
1.7055,0.135758,0.00177,-0.00177,0.001037,-0.000607
1.9055,0.152763,0.002265,-0.002265,0.001132,-0.000762
2.1055,0.156153,0.00297,-0.00297,0.001461,-0.001109
2.3045,0.17325,0.003986,-0.003986,0.001226,-0.001275
2.5055,0.180617,0.005463,-0.005463,0.002042,-0.001457
2.7055,0.1823,0.007518,-0.007518,0.002165,-0.001593
3.0045,0.194875,0.008506,-0.008506,0.002045,-0.002137
3.5085,0.195511,0.014988,-0.014988,0.002903,-0.003175

