#: table_doi: 10.17182/hepdata.71527.v2/t197
#: name: Table 193
#: description: No description provided.
#: data_file: Table193.yaml
#: keyword reactions: AU AU --> PI- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 62.4
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> PI- X
#: SQRT(S)/NUCLEON [GeV],62.4
PT [GEV],v2,stat +,stat -,sys +,sys -
0.285,0.025609,5.5e-05,-5.5e-05,0.000958,-0.000451
0.495,0.049558,6.6e-05,-6.6e-05,0.000105,-5.9e-05
0.675,0.072938,8.9e-05,-8.9e-05,2.7e-05,-1.5e-05
0.885,0.094073,0.000125,-0.000125,2.9e-05,-1.6e-05
1.065,0.112055,0.000175,-0.000175,2e-06,-3e-06
1.275,0.126778,0.000244,-0.000244,8e-06,-4e-06
1.485,0.138555,0.000343,-0.000343,6e-06,-4e-06
1.665,0.146616,0.000412,-0.000412,0.000464,-0.000794
1.875,0.154424,0.000659,-0.000659,1.1e-05,-1e-05
2.085,0.158706,0.000879,-0.000879,4.9e-05,-7.4e-05
2.295,0.163852,0.001163,-0.001163,8.2e-05,-0.00013
2.475,0.164639,0.001518,-0.001518,0.000127,-0.000189
2.685,0.1638,0.001991,-0.001991,0.000192,-0.000126
2.955,0.16395,0.002099,-0.002099,0.000469,-0.00068
3.495,0.158083,0.003037,-0.003037,0.001343,-0.001291

