#: table_doi: 10.17182/hepdata.71527.v2/t290
#: name: Table 286
#: description: No description provided.
#: data_file: Table286.yaml
#: keyword reactions: AU AU --> LAMBDA X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 62.4
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> LAMBDA X
#: SQRT(S)/NUCLEON [GeV],62.4
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3055,0.028337,0.016354,-0.016354,0.009189,-0.00511
0.5055,0.027049,0.004438,-0.004438,0.001652,-0.001674
0.7055,0.054493,0.002749,-0.002749,0.000621,-0.000807
0.9055,0.079145,0.002354,-0.002354,0.000703,-0.00045
1.1055,0.110616,0.002364,-0.002364,0.00083,-0.000632
1.2955,0.138706,0.002594,-0.002594,0.000538,-0.000864
1.5055,0.164821,0.003018,-0.003018,0.000891,-0.000759
1.7055,0.191933,0.003644,-0.003644,0.001123,-0.000704
1.9055,0.219489,0.004488,-0.004488,0.001794,-0.001739
2.1055,0.237165,0.005748,-0.005748,0.002794,-0.002782
2.3055,0.241766,0.00735,-0.00735,0.00175,-0.001471
2.5045,0.261646,0.009567,-0.009567,0.002602,-0.003252
2.7055,0.256107,0.012601,-0.012601,0.004307,-0.004543
3.1405,0.295426,0.011305,-0.011305,0.00405,-0.00394

