#: table_doi: 10.17182/hepdata.71527.v2/t172
#: name: Table 168
#: description: No description provided.
#: data_file: Table168.yaml
#: keyword reactions: AU AU --> K+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 27.0
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> K+ X
#: SQRT(S)/NUCLEON [GeV],27.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.014766,0.000384,-0.000384,1.8e-05,-9e-06
0.495,0.032457,0.000246,-0.000246,4.9e-05,-2.5e-05
0.705,0.054114,0.00025,-0.00025,2.2e-05,-4.5e-05
0.885,0.074241,0.000298,-0.000298,6.7e-05,-4.5e-05
1.095,0.09027,0.00038,-0.00038,6.7e-05,-3.5e-05
1.275,0.104575,0.000496,-0.000496,6.3e-05,-3.3e-05
1.485,0.115792,0.000659,-0.000659,0.0001,-5.2e-05
1.695,0.124146,0.000898,-0.000898,8.2e-05,-4.4e-05
1.875,0.130864,0.001244,-0.001244,3.6e-05,-3e-05
2.085,0.138143,0.001743,-0.001743,0.000115,-0.000115
2.355,0.136981,0.002058,-0.002058,0.001034,-0.001166
2.805,0.142757,0.004286,-0.004286,0.001954,-0.001725
3.465,0.098571,0.011875,-0.011875,0.029822,-0.045571

