#: table_doi: 10.17182/hepdata.71527.v2/t186
#: name: Table 182
#: description: No description provided.
#: data_file: Table182.yaml
#: keyword reactions: AU AU --> K+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> K+ X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.014325,0.000258,-0.000258,6e-06,-1.2e-05
0.495,0.032469,0.000163,-0.000163,0.000124,-7.6e-05
0.705,0.054843,0.000164,-0.000164,6.6e-05,-3.3e-05
0.885,0.075677,0.000192,-0.000192,6.2e-05,-3.9e-05
1.095,0.093593,0.00024,-0.00024,6.6e-05,-3.5e-05
1.275,0.108188,0.000309,-0.000309,8.4e-05,-4.4e-05
1.485,0.120058,0.00041,-0.00041,2.5e-05,-3.9e-05
1.695,0.129584,0.000552,-0.000552,8.7e-05,-4.1e-05
1.875,0.137597,0.000761,-0.000761,0.000169,-0.0001
2.085,0.142903,0.001085,-0.001085,0.000246,-0.000296
2.265,0.145207,0.001582,-0.001582,0.000508,-0.000368
2.475,0.147236,0.002331,-0.002331,0.00062,-0.00057
2.805,0.143582,0.00257,-0.00257,0.00114,-0.001586
3.435,0.124331,0.00504,-0.00504,0.011684,-0.012057

