#: table_doi: 10.17182/hepdata.71527.v2/t99
#: name: Table 95
#: description: No description provided.
#: data_file: Table95.yaml
#: keyword reactions: AU AU --> PI- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 62.4
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> PI- X
#: SQRT(S)/NUCLEON [GeV],62.4
PT [GEV],v2,stat +,stat -,sys +,sys -
0.285,0.010095,0.000105,-0.000105,0.00025,-0.000235
0.495,0.021352,0.000122,-0.000122,6.7e-05,-3.7e-05
0.675,0.033382,0.000165,-0.000165,9.7e-05,-5e-05
0.885,0.043506,0.00023,-0.00023,2.3e-05,-1.4e-05
1.065,0.05175,0.000323,-0.000323,9e-06,-1.8e-05
1.275,0.059317,0.000452,-0.000452,3e-06,-3e-06
1.485,0.063837,0.000639,-0.000639,1.4e-05,-1e-05
1.665,0.069905,0.000902,-0.000902,4.6e-05,-3.8e-05
1.875,0.072918,0.001248,-0.001248,0.000287,-6.3e-05
2.085,0.073008,0.001681,-0.001681,0.000107,-0.000114
2.355,0.076094,0.001786,-0.001786,0.000166,-0.000229
2.805,0.073019,0.002835,-0.002835,0.000928,-0.000531
3.495,0.069248,0.006068,-0.006068,0.010227,-0.009193

