#: table_doi: 10.17182/hepdata.71527.v2/t363
#: name: Table 359
#: description: No description provided.
#: data_file: Table359.yaml
#: keyword reactions: AU AU --> P X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 27.0
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> P X
#: SQRT(S)/NUCLEON [GeV],27.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.007945,0.000682,-0.000682,0.00039,-0.001181
0.495,0.016472,0.000266,-0.000266,0.000306,-0.000778
0.705,0.032814,0.000226,-0.000226,0.000348,-0.000802
0.885,0.052348,0.00023,-0.00023,0.000336,-0.000745
1.095,0.072926,0.000259,-0.000259,0.000286,-0.000625
1.275,0.092238,0.000311,-0.000311,0.000163,-0.000353
1.485,0.109006,0.000389,-0.000389,0.000105,-0.000225
1.695,0.125281,0.000503,-0.000503,6.2e-05,-3.1e-05
1.875,0.137722,0.000668,-0.000668,7e-05,-7.1e-05
2.085,0.148279,0.000857,-0.000857,0.000478,-0.000226
2.295,0.153932,0.001152,-0.001152,0.000515,-0.000244
2.475,0.163041,0.001596,-0.001596,0.001157,-0.000549
2.685,0.168032,0.002255,-0.002255,0.000134,-0.000282
2.955,0.175865,0.00261,-0.00261,0.000595,-0.000282
3.435,0.180928,0.005034,-0.005034,0.002597,-0.00121

