#: table_doi: 10.17182/hepdata.71527.v2/t368
#: name: Table 364
#: description: No description provided.
#: data_file: Table364.yaml
#: keyword reactions: AU AU --> K+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 27.0
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> K+ X
#: SQRT(S)/NUCLEON [GeV],27.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.013966,0.000369,-0.000369,1e-05,-6e-06
0.495,0.028413,0.000235,-0.000235,3e-05,-1.8e-05
0.705,0.046684,0.000238,-0.000238,1.9e-05,-3.5e-05
0.885,0.063398,0.000283,-0.000283,4.5e-05,-3.5e-05
1.095,0.076593,0.000361,-0.000361,1.7e-05,-1e-05
1.275,0.088342,0.000471,-0.000471,4e-05,-2.7e-05
1.485,0.098082,0.000627,-0.000627,5e-05,-3.3e-05
1.695,0.104583,0.000856,-0.000856,2.6e-05,-2e-05
1.875,0.11152,0.001189,-0.001189,4.7e-05,-4.6e-05
2.085,0.117711,0.001674,-0.001674,0.000176,-0.000185
2.265,0.119196,0.002405,-0.002405,0.000707,-0.000787
2.475,0.118682,0.003567,-0.003567,0.00099,-0.001125
2.805,0.124314,0.004235,-0.004235,0.001236,-0.001432
3.465,0.106932,0.012675,-0.012675,0.006244,-0.006747

