#: table_doi: 10.17182/hepdata.71527.v2/t268
#: name: Table 264
#: description: No description provided.
#: data_file: Table264.yaml
#: keyword reactions: AU AU --> PI+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 27.0
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> PI+ X
#: SQRT(S)/NUCLEON [GeV],27.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.285,0.02771,0.000224,-0.000224,0.0,-0.0
0.495,0.057196,0.000283,-0.000283,0.00011,-5.5e-05
0.675,0.085232,0.000398,-0.000398,1.9e-05,-3.9e-05
0.885,0.111648,0.000581,-0.000581,5.9e-05,-0.000104
1.065,0.13395,0.00085,-0.00085,0.00014,-0.000276
1.275,0.148716,0.001226,-0.001226,1.8e-05,-2.3e-05
1.485,0.166455,0.001755,-0.001755,5e-05,-8.3e-05
1.665,0.181484,0.002519,-0.002519,0.000498,-0.000269
1.965,0.187652,0.002934,-0.002934,5.1e-05,-5.2e-05
2.355,0.210592,0.005536,-0.005536,0.000508,-0.000532
2.835,0.236303,0.009551,-0.009551,0.000851,-0.000655

