#: table_doi: 10.17182/hepdata.71527.v2/t27
#: name: Table 23
#: description: No description provided.
#: data_file: Table23.yaml
#: keyword reactions: AU AU --> P X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 11.5
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> P X
#: SQRT(S)/NUCLEON [GeV],11.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,-0.000427,0.003521,-0.003521,0.002889,-0.001022
0.495,0.002846,0.001319,-0.001319,0.000214,-0.000316
0.705,0.014785,0.001105,-0.001105,0.001195,-0.000592
0.885,0.023762,0.001118,-0.001118,0.000314,-0.000378
1.095,0.03427,0.001268,-0.001268,0.000796,-0.000408
1.275,0.04277,0.001537,-0.001537,0.000434,-0.000313
1.485,0.053568,0.001955,-0.001955,0.000261,-0.000482
1.695,0.060019,0.00259,-0.00259,0.001106,-0.000577
1.875,0.059024,0.003517,-0.003517,0.000756,-0.000414
2.085,0.063635,0.004714,-0.004714,0.001039,-0.001952
2.355,0.0753,0.005395,-0.005395,0.000694,-0.00128
2.805,0.074652,0.0107,-0.0107,0.001243,-0.001254

