#: table_doi: 10.17182/hepdata.71527.v2/t192
#: name: Table 188
#: description: No description provided.
#: data_file: Table188.yaml
#: keyword reactions: AU AU --> LAMBDA X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 62.4
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> LAMBDA X
#: SQRT(S)/NUCLEON [GeV],62.4
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3055,0.006056,0.007181,-0.007181,0.002805,-0.007419
0.5055,0.01406,0.001759,-0.001759,0.00061,-0.000516
0.7055,0.028983,0.000996,-0.000996,0.000388,-0.000475
0.9055,0.050178,0.000791,-0.000791,0.000216,-0.000693
1.1055,0.071679,0.00074,-0.00074,0.000225,-0.000407
1.2955,0.096653,0.00077,-0.00077,0.000233,-0.000428
1.5055,0.11797,0.00086,-0.00086,0.000305,-0.000606
1.7055,0.135714,0.001008,-0.001008,0.000511,-0.000341
1.9055,0.155086,0.001222,-0.001222,0.000918,-0.000434
2.1055,0.169955,0.001534,-0.001534,0.000433,-0.000767
2.3045,0.178155,0.001965,-0.001965,0.000417,-0.000362
2.5055,0.191012,0.002571,-0.002571,0.000988,-0.000749
2.7045,0.198381,0.003387,-0.003387,0.000989,-0.001078
3.0055,0.211841,0.003624,-0.003624,0.001424,-0.001214
3.4055,0.212542,0.006536,-0.006536,0.001346,-0.000971
3.8055,0.216914,0.011932,-0.011932,0.004153,-0.003625
4.3425,0.242824,0.017644,-0.017644,0.003382,-0.002766

