#: table_doi: 10.17182/hepdata.71527.v2/t223
#: name: Table 219
#: description: No description provided.
#: data_file: Table219.yaml
#: keyword reactions: AU AU --> P X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 11.5
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> P X
#: SQRT(S)/NUCLEON [GeV],11.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.032881,0.005787,-0.005787,0.000651,-0.000762
0.495,0.025379,0.002307,-0.002307,0.000376,-0.000685
0.705,0.056364,0.002105,-0.002105,0.000356,-0.000365
0.885,0.080694,0.002318,-0.002318,0.000303,-0.000635
1.095,0.114027,0.002825,-0.002825,0.000276,-0.000165
1.275,0.131065,0.00363,-0.00363,0.000746,-0.001485
1.485,0.151693,0.004819,-0.004819,0.001313,-0.002585
1.695,0.182512,0.006622,-0.006622,0.001334,-0.000768
1.875,0.202355,0.00934,-0.00934,0.002435,-0.001291
2.085,0.218501,0.01258,-0.01258,0.000987,-0.001926
2.265,0.236059,0.017797,-0.017797,0.003752,-0.006307
2.535,0.230715,0.021919,-0.021919,0.004032,-0.00224

