#: table_doi: 10.17182/hepdata.71527.v2/t360
#: name: Table 356
#: description: No description provided.
#: data_file: Table356.yaml
#: keyword reactions: AU AU --> LAMBDA X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 27.0
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> LAMBDA X
#: SQRT(S)/NUCLEON [GeV],27.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3055,0.013329,0.006619,-0.006619,0.004983,-0.004368
0.5055,0.016116,0.001642,-0.001642,0.000819,-0.000913
0.7055,0.029149,0.000953,-0.000953,0.000277,-0.000371
0.9055,0.046043,0.000775,-0.000775,0.000488,-0.000273
1.1055,0.06557,0.000745,-0.000745,0.000201,-0.000278
1.2945,0.082784,0.000794,-0.000794,0.000324,-0.000237
1.5055,0.098783,0.000917,-0.000917,0.000316,-0.000263
1.7055,0.112276,0.001105,-0.001105,0.000424,-0.000378
1.9055,0.127772,0.001399,-0.001399,0.000274,-0.00035
2.1055,0.137315,0.001818,-0.001818,0.000433,-0.00047
2.3055,0.143278,0.002412,-0.002412,0.001171,-0.001252
2.5055,0.154871,0.003243,-0.003243,0.001161,-0.000935
2.7055,0.162382,0.00439,-0.00439,0.001316,-0.001095
3.0055,0.166744,0.004867,-0.004867,0.000921,-0.001172
3.5225,0.176065,0.008093,-0.008093,0.00238,-0.002284

