#: table_doi: 10.17182/hepdata.71527.v2/t183
#: name: Table 179
#: description: No description provided.
#: data_file: Table179.yaml
#: keyword reactions: AU AU --> PI- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> PI- X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.285,0.024917,4.2e-05,-4.2e-05,8.4e-05,-4.2e-05
0.495,0.048588,5.1e-05,-5.1e-05,3.1e-05,-5.2e-05
0.675,0.071189,7e-05,-7e-05,7e-06,-3e-06
0.885,0.091159,9.9e-05,-9.9e-05,2.7e-05,-1.4e-05
1.065,0.108139,0.000141,-0.000141,1.4e-05,-7e-06
1.275,0.122315,0.000198,-0.000198,0.0,-0.0
1.485,0.133424,0.000283,-0.000283,3.2e-05,-1.6e-05
1.665,0.142324,0.000401,-0.000401,5.4e-05,-2.8e-05
1.875,0.149065,0.000554,-0.000554,2.2e-05,-5.4e-05
2.085,0.15394,0.000748,-0.000748,7.8e-05,-7.6e-05
2.295,0.156085,0.001007,-0.001007,0.00024,-0.000478
2.475,0.159299,0.001342,-0.001342,0.000515,-0.000257
2.835,0.163019,0.001327,-0.001327,0.000972,-0.000554
3.465,0.16689,0.002965,-0.002965,0.004493,-0.001998

