#: table_doi: 10.17182/hepdata.71527.v2/t265
#: name: Table 261
#: description: No description provided.
#: data_file: Table261.yaml
#: keyword reactions: AU AU --> P X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 27.0
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> P X
#: SQRT(S)/NUCLEON [GeV],27.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.013498,0.002188,-0.002188,0.000746,-0.002201
0.495,0.031642,0.000895,-0.000895,0.000438,-0.001077
0.705,0.058468,0.000812,-0.000812,0.000546,-0.001224
0.885,0.087564,0.000882,-0.000882,0.00055,-0.001195
1.095,0.122787,0.001054,-0.001054,0.000755,-0.001623
1.275,0.151113,0.001325,-0.001325,0.000516,-0.001101
1.485,0.175259,0.001716,-0.001716,0.000417,-0.000884
1.695,0.20741,0.002283,-0.002283,0.00038,-0.000802
1.875,0.219541,0.003098,-0.003098,0.000662,-0.001391
2.085,0.239953,0.003957,-0.003957,0.001207,-0.000577
2.295,0.240922,0.005364,-0.005364,0.000177,-9.5e-05
2.475,0.261432,0.007447,-0.007447,0.000348,-0.000726
2.805,0.280528,0.00814,-0.00814,0.000833,-0.0004
3.435,0.319028,0.023405,-0.023405,0.00292,-0.001384

