#: table_doi: 10.17182/hepdata.71527.v2/t72
#: name: Table 68
#: description: No description provided.
#: data_file: Table68.yaml
#: keyword reactions: AU AU --> PI+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 27.0
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> PI+ X
#: SQRT(S)/NUCLEON [GeV],27.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.285,0.011747,0.000123,-0.000123,0.0,-0.0
0.495,0.022852,0.000148,-0.000148,2.9e-05,-1.4e-05
0.675,0.0329,0.000202,-0.000202,6e-06,-1.2e-05
0.885,0.042002,0.000288,-0.000288,4e-06,-7e-06
1.065,0.048761,0.000411,-0.000411,1.8e-05,-3.7e-05
1.275,0.055359,0.000587,-0.000587,2e-06,-3e-06
1.545,0.059598,0.000681,-0.000681,9e-06,-1.5e-05
1.935,0.06371,0.001398,-0.001398,2.8e-05,-2.9e-05
2.355,0.067885,0.002676,-0.002676,0.000217,-0.000186
2.835,0.066606,0.004662,-0.004662,0.001364,-0.000693

