#: table_doi: 10.17182/hepdata.71527.v2/t353
#: name: Table 349
#: description: No description provided.
#: data_file: Table349.yaml
#: keyword reactions: AU AU --> K- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],0.0-80.0
#: RE,AU AU --> K- X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.012531,0.000704,-0.000704,5e-06,-3e-06
0.495,0.026682,0.000457,-0.000457,5.9e-05,-3.3e-05
0.705,0.043452,0.000472,-0.000472,1.5e-05,-2.9e-05
0.885,0.059155,0.000572,-0.000572,4.2e-05,-2.7e-05
1.095,0.072067,0.000737,-0.000737,1.4e-05,-8e-06
1.275,0.082948,0.000993,-0.000993,6e-05,-3e-05
1.485,0.093811,0.00138,-0.00138,5.6e-05,-4.5e-05
1.695,0.102492,0.001727,-0.001727,0.000257,-0.000396
1.875,0.107511,0.002884,-0.002884,0.00036,-0.000354
2.085,0.103098,0.004292,-0.004292,0.000439,-0.000305
2.355,0.114785,0.005262,-0.005262,0.00035,-0.000408
2.805,0.127232,0.010277,-0.010277,0.002262,-0.00168
3.435,0.123313,0.027867,-0.027867,0.008629,-0.007996

