#: table_doi: 10.17182/hepdata.71527.v2/t284
#: name: Table 280
#: description: No description provided.
#: data_file: Table280.yaml
#: keyword reactions: AU AU --> K+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 39.0
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> K+ X
#: SQRT(S)/NUCLEON [GeV],39.0
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.023954,0.000866,-0.000866,1.3e-05,-1.3e-05
0.495,0.044623,0.000574,-0.000574,3.2e-05,-1.8e-05
0.705,0.071877,0.000601,-0.000601,5.6e-05,-3.6e-05
0.885,0.09784,0.000726,-0.000726,5.4e-05,-5.3e-05
1.095,0.117474,0.000927,-0.000927,9.1e-05,-2.4e-05
1.275,0.136554,0.001215,-0.001215,9.2e-05,-4e-05
1.485,0.15272,0.001625,-0.001625,0.000136,-0.000227
1.695,0.165516,0.002199,-0.002199,0.000805,-0.000447
1.875,0.17048,0.00304,-0.00304,0.000811,-0.000743
2.085,0.181233,0.004299,-0.004299,0.000272,-0.000273
2.355,0.184436,0.004954,-0.004954,0.002005,-0.002018
2.835,0.167675,0.009751,-0.009751,0.00378,-0.003424

