#: table_doi: 10.17182/hepdata.71527.v2/t194
#: name: Table 190
#: description: No description provided.
#: data_file: Table190.yaml
#: keyword reactions: AU AU --> K0S X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 62.4
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> K0S X
#: SQRT(S)/NUCLEON [GeV],62.4
PT [GEV],v2,stat +,stat -,sys +,sys -
0.3055,0.014951,0.000905,-0.000905,3e-05,-3e-05
0.5055,0.032549,0.000529,-0.000529,4e-05,-4e-05
0.7055,0.054404,0.000441,-0.000441,0.000101,-0.000102
0.9055,0.074685,0.000459,-0.000459,0.000254,-0.000259
1.1055,0.093545,0.00054,-0.00054,0.000121,-0.000124
1.2955,0.10966,0.000676,-0.000676,0.000224,-0.000231
1.5045,0.122711,0.00088,-0.00088,3.7e-05,-3.5e-05
1.7045,0.13235,0.001167,-0.001167,8.9e-05,-9e-05
1.9055,0.142751,0.001554,-0.001554,0.000379,-0.000399
2.1045,0.146556,0.002068,-0.002068,0.000115,-0.00012
2.3055,0.15011,0.002737,-0.002737,0.000251,-0.000267
2.5055,0.152067,0.003629,-0.003629,0.000848,-0.000911
2.7055,0.152662,0.00478,-0.00478,0.00136,-0.001479
3.0055,0.147626,0.004951,-0.004951,0.002008,-0.002205
3.5055,0.143745,0.007169,-0.007169,0.004541,-0.005095
4.3835,0.125034,0.018783,-0.018783,0.004418,-0.005155

