#: table_doi: 10.17182/hepdata.71527.v2/t293
#: name: Table 289
#: description: No description provided.
#: data_file: Table289.yaml
#: keyword reactions: AU AU --> P X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 62.4
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> P X
#: SQRT(S)/NUCLEON [GeV],62.4
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.01911,0.002588,-0.002588,0.000616,-0.00178
0.495,0.032319,0.000931,-0.000931,0.000652,-0.001585
0.705,0.058297,0.000808,-0.000808,0.000893,-0.001984
0.885,0.089172,0.000855,-0.000855,0.000841,-0.001811
1.095,0.124343,0.000996,-0.000996,0.000687,-0.001453
1.275,0.155709,0.001223,-0.001223,0.000692,-0.001418
1.485,0.185097,0.001549,-0.001549,0.000806,-0.001627
1.695,0.211798,0.002037,-0.002037,0.000714,-0.001297
1.875,0.229861,0.002764,-0.002764,0.000916,-0.001628
2.085,0.248513,0.003286,-0.003286,0.000717,-0.001283
2.295,0.256268,0.004365,-0.004365,0.001019,-0.001923
2.475,0.274427,0.006071,-0.006071,0.001477,-0.000811
2.685,0.281107,0.008545,-0.008545,0.000615,-0.000716
2.955,0.295072,0.010125,-0.010125,0.002503,-0.004647
3.345,0.286854,0.019744,-0.019744,0.00333,-0.006801

