#: table_doi: 10.17182/hepdata.71527.v2/t125
#: name: Table 121
#: description: No description provided.
#: data_file: Table121.yaml
#: keyword reactions: AU AU --> P X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 11.5
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> P X
#: SQRT(S)/NUCLEON [GeV],11.5
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.012047,0.001708,-0.001708,0.000196,-0.000277
0.495,0.02022,0.000652,-0.000652,6.6e-05,-0.0001
0.705,0.0388,0.000561,-0.000561,0.000269,-0.000576
0.885,0.059514,0.000583,-0.000583,0.000262,-0.00055
1.095,0.082763,0.000675,-0.000675,0.000142,-0.000267
1.275,0.102705,0.000831,-0.000831,0.000116,-0.000234
1.485,0.12077,0.001068,-0.001068,0.000159,-0.000125
1.695,0.135948,0.001423,-0.001423,0.000395,-0.000735
1.875,0.149776,0.001942,-0.001942,0.00023,-0.00043
2.085,0.157411,0.0026,-0.0026,0.000281,-0.000236
2.265,0.166608,0.003621,-0.003621,0.000509,-0.000832
2.475,0.174031,0.005181,-0.005181,0.000328,-0.000568
2.685,0.180611,0.00762,-0.00762,0.002166,-0.001287
3.045,0.199118,0.009263,-0.009263,0.002759,-0.002854

