#: table_doi: 10.17182/hepdata.71527.v2/t102
#: name: Table 98
#: description: No description provided.
#: data_file: Table98.yaml
#: keyword reactions: AU AU --> K+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 62.4
#: CENTRALITY [pct],0.0-10.0
#: RE,AU AU --> K+ X
#: SQRT(S)/NUCLEON [GeV],62.4
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.004555,0.000664,-0.000664,7.9e-05,-4.8e-05
0.495,0.012306,0.000399,-0.000399,0.00015,-7.7e-05
0.705,0.024673,0.000389,-0.000389,0.00011,-7.1e-05
0.885,0.035774,0.000443,-0.000443,9.8e-05,-6.4e-05
1.095,0.046377,0.00054,-0.00054,9.4e-05,-6.4e-05
1.275,0.05255,0.000689,-0.000689,8.5e-05,-5.8e-05
1.485,0.059976,0.000909,-0.000909,0.000148,-0.000103
1.695,0.066733,0.00121,-0.00121,7.5e-05,-4.7e-05
1.875,0.069462,0.001648,-0.001648,0.00026,-0.000403
2.085,0.07166,0.002307,-0.002307,0.00028,-0.000182
2.355,0.078137,0.002618,-0.002618,0.000584,-0.000543
2.805,0.081361,0.0049,-0.0049,0.002293,-0.003468
3.465,0.0566,0.012605,-0.012605,0.005874,-0.007677

