#: table_doi: 10.17182/hepdata.71527.v2/t196
#: name: Table 192
#: description: No description provided.
#: data_file: Table192.yaml
#: keyword reactions: AU AU --> PBAR X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 62.4
#: CENTRALITY [pct],10.0-40.0
#: RE,AU AU --> PBAR X
#: SQRT(S)/NUCLEON [GeV],62.4
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.006556,0.001207,-0.001207,9.4e-05,-0.000174
0.495,0.010846,0.000469,-0.000469,0.000685,-0.001728
0.705,0.026899,0.000376,-0.000376,0.000867,-0.002
0.885,0.049721,0.000373,-0.000373,0.000896,-0.001997
1.095,0.074244,0.000413,-0.000413,0.000844,-0.001853
1.275,0.097939,0.00049,-0.00049,0.001033,-0.002241
1.485,0.121136,0.000606,-0.000606,0.000771,-0.001657
1.695,0.14217,0.000787,-0.000787,0.000536,-0.001127
1.875,0.160819,0.000935,-0.000935,0.000493,-0.001028
2.085,0.171942,0.001257,-0.001257,0.000591,-0.001236
2.295,0.183975,0.0017,-0.0017,0.00015,-0.000198
2.475,0.193206,0.002462,-0.002462,2.2e-05,-3.7e-05
2.685,0.198831,0.003806,-0.003806,0.001255,-0.001245
2.955,0.223087,0.004524,-0.004524,0.00042,-0.000447
3.345,0.214498,0.0087,-0.0087,0.001397,-0.002508

