#: table_doi: 10.17182/hepdata.71527.v2/t296
#: name: Table 292
#: description: No description provided.
#: data_file: Table292.yaml
#: keyword reactions: AU AU --> PI+ X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation
#: keyword cmenergies: 62.4
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> PI+ X
#: SQRT(S)/NUCLEON [GeV],62.4
PT [GEV],v2,stat +,stat -,sys +,sys -
0.285,0.030261,0.000184,-0.000184,0.000475,-0.000237
0.495,0.061888,0.000225,-0.000225,1.6e-05,-3.2e-05
0.675,0.09318,0.000312,-0.000312,0.000142,-7.2e-05
0.885,0.120907,0.000445,-0.000445,4.2e-05,-2.1e-05
1.065,0.14497,0.000631,-0.000631,6e-06,-5e-06
1.275,0.16514,0.000893,-0.000893,0.000143,-0.000279
1.485,0.181052,0.001259,-0.001259,3.3e-05,-5.9e-05
1.695,0.191616,0.001557,-0.001557,0.000703,-0.000166
1.875,0.197537,0.002374,-0.002374,0.000576,-0.000179
2.085,0.212764,0.003126,-0.003126,0.00085,-0.00076
2.295,0.210707,0.004057,-0.004057,0.000816,-0.000678
2.475,0.217859,0.005303,-0.005303,0.000469,-0.000518
2.835,0.23746,0.004931,-0.004931,0.001233,-0.001131

