#: table_doi: 10.17182/hepdata.71527.v2/t255
#: name: Table 251
#: description: No description provided.
#: data_file: Table251.yaml
#: keyword reactions: AU AU --> K- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 19.6
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> K- X
#: SQRT(S)/NUCLEON [GeV],19.6
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.021045,0.002619,-0.002619,4.3e-05,-2.3e-05
0.495,0.039652,0.001787,-0.001787,0.000111,-6.1e-05
0.705,0.06567,0.001934,-0.001934,3.4e-05,-1.7e-05
0.885,0.092094,0.002434,-0.002434,0.000128,-6.7e-05
1.095,0.108824,0.003228,-0.003228,6.5e-05,-9.8e-05
1.275,0.123236,0.004445,-0.004445,7.6e-05,-3.9e-05
1.485,0.146519,0.00626,-0.00626,0.000296,-0.000318
1.665,0.154115,0.00913,-0.00913,0.000413,-0.000391
1.965,0.15688,0.010568,-0.010568,0.004835,-0.005175
2.325,0.228979,0.021786,-0.021786,0.015973,-0.01459
2.805,0.222329,0.025662,-0.025662,0.031529,-0.090436

