#: table_doi: 10.17182/hepdata.71527.v2/t297
#: name: Table 293
#: description: No description provided.
#: data_file: Table293.yaml
#: keyword reactions: AU AU --> K- X
#: keyword observables: V2
#: keyword phrases: Inclusive | Angular Correlation | Strange production
#: keyword cmenergies: 62.4
#: CENTRALITY [pct],40.0-80.0
#: RE,AU AU --> K- X
#: SQRT(S)/NUCLEON [GeV],62.4
PT [GEV],v2,stat +,stat -,sys +,sys -
0.315,0.022963,0.00124,-0.00124,0.000194,-0.000104
0.495,0.046271,0.000797,-0.000797,3e-05,-4e-06
0.705,0.075339,0.000826,-0.000826,2.7e-05,-1.6e-05
0.885,0.102919,0.00099,-0.00099,8.5e-05,-0.000158
1.095,0.126531,0.001251,-0.001251,9.1e-05,-0.000157
1.275,0.144455,0.001638,-0.001638,0.000103,-0.000161
1.485,0.156266,0.002188,-0.002188,0.000222,-0.000366
1.695,0.17241,0.00295,-0.00295,0.000396,-0.000495
1.875,0.180039,0.004074,-0.004074,0.000549,-0.000561
2.085,0.182719,0.005726,-0.005726,0.000798,-0.001134
2.295,0.198842,0.007209,-0.007209,0.001459,-0.001409
2.475,0.19519,0.01113,-0.01113,0.005052,-0.005114
2.835,0.209907,0.010361,-0.010361,0.002358,-0.002524

